,State,Year,Quarter,Name,Amount,Trans_count
843,Dadra & Nagar Haveli & Daman & Diu,2018,1,Financial Services,353171.5523814913,1364
844,Dadra & Nagar Haveli & Daman & Diu,2018,1,Others,4231146.95056825,5511
845,Dadra & Nagar Haveli & Daman & Diu,2018,2,Recharge & bill payments,30595592.007682398,122834
846,Dadra & Nagar Haveli & Daman & Diu,2018,2,Peer-to-peer payments,261995613.05482048,69215
847,Dadra & Nagar Haveli & Daman & Diu,2018,2,Merchant payments,4685536.036433555,3544
848,Dadra & Nagar Haveli & Daman & Diu,2018,2,Financial Services,383806.08546730166,2996
849,Dadra & Nagar Haveli & Daman & Diu,2018,2,Others,4410224.471747881,4037
850,Dadra & Nagar Haveli & Daman & Diu,2018,3,Recharge & bill payments,39790820.29359456,157113
851,Dadra & Nagar Haveli & Daman & Diu,2018,3,Peer-to-peer payments,396698085.4104552,119346
852,Dadra & Nagar Haveli & Daman & Diu,2018,3,Merchant payments,5693604.7441260815,7465
853,Dadra & Nagar Haveli & Daman & Diu,2018,3,Financial Services,297647.89589848556,1477
854,Dadra & Nagar Haveli & Daman & Diu,2018,3,Others,5159437.334100959,4174
855,Dadra & Nagar Haveli & Daman & Diu,2018,4,Peer-to-peer payments,582082154.4115133,194214
856,Dadra & Nagar Haveli & Daman & Diu,2018,4,Recharge & bill payments,49972030.11285484,185793
857,Dadra & Nagar Haveli & Daman & Diu,2018,4,Merchant payments,19577328.03937304,15739
858,Dadra & Nagar Haveli & Daman & Diu,2018,4,Financial Services,371674.6991335743,2996
859,Dadra & Nagar Haveli & Daman & Diu,2018,4,Others,6747429.538011953,5340
860,Dadra & Nagar Haveli & Daman & Diu,2019,1,Peer-to-peer payments,757657638.3173952,408465
861,Dadra & Nagar Haveli & Daman & Diu,2019,1,Recharge & bill payments,62660761.88806932,225998
862,Dadra & Nagar Haveli & Daman & Diu,2019,1,Merchant payments,17043867.88608146,20694
863,Dadra & Nagar Haveli & Daman & Diu,2019,1,Financial Services,221064.6189234741,1645
864,Dadra & Nagar Haveli & Daman & Diu,2019,1,Others,5786443.339431095,5012
865,Dadra & Nagar Haveli & Daman & Diu,2019,2,Peer-to-peer payments,734034142.8087387,244134
866,Dadra & Nagar Haveli & Daman & Diu,2019,2,Recharge & bill payments,63874445.55241879,198184
867,Dadra & Nagar Haveli & Daman & Diu,2019,2,Merchant payments,20816136.241969176,40781
868,Dadra & Nagar Haveli & Daman & Diu,2019,2,Financial Services,155149.75618074698,748
869,Dadra & Nagar Haveli & Daman & Diu,2019,2,Others,5561402.205763446,5809
870,Dadra & Nagar Haveli & Daman & Diu,2019,3,Recharge & bill payments,104597035.07984878,319142
871,Dadra & Nagar Haveli & Daman & Diu,2019,3,Peer-to-peer payments,821178569.0593253,249944
872,Dadra & Nagar Haveli & Daman & Diu,2019,3,Merchant payments,30634658.237494454,63616
873,Dadra & Nagar Haveli & Daman & Diu,2019,3,Financial Services,425044.05141368794,533
874,Dadra & Nagar Haveli & Daman & Diu,2019,3,Others,4636167.420289769,5516
875,Dadra & Nagar Haveli & Daman & Diu,2019,4,Recharge & bill payments,125809568.35055912,351819
876,Dadra & Nagar Haveli & Daman & Diu,2019,4,Peer-to-peer payments,1051976410.5472054,324464
877,Dadra & Nagar Haveli & Daman & Diu,2019,4,Merchant payments,45361559.23824883,86758
878,Dadra & Nagar Haveli & Daman & Diu,2019,4,Financial Services,267762.49056630814,1019
879,Dadra & Nagar Haveli & Daman & Diu,2019,4,Others,3225961.384460643,4911
880,Dadra & Nagar Haveli & Daman & Diu,2020,1,Recharge & bill payments,153340696.30393675,407577
881,Dadra & Nagar Haveli & Daman & Diu,2020,1,Peer-to-peer payments,1119439489.5005136,329005
882,Dadra & Nagar Haveli & Daman & Diu,2020,1,Merchant payments,66713356.798143014,137040
883,Dadra & Nagar Haveli & Daman & Diu,2020,1,Financial Services,418783.1260904173,668
884,Dadra & Nagar Haveli & Daman & Diu,2020,1,Others,2851043.563834071,4289
885,Dadra & Nagar Haveli & Daman & Diu,2020,2,Recharge & bill payments,178877986.7248658,525974
886,Dadra & Nagar Haveli & Daman & Diu,2020,2,Peer-to-peer payments,1052118443.3664523,323909
887,Dadra & Nagar Haveli & Daman & Diu,2020,2,Merchant payments,68938500.71228051,118801
888,Dadra & Nagar Haveli & Daman & Diu,2020,2,Financial Services,993268.2971840606,1826
889,Dadra & Nagar Haveli & Daman & Diu,2020,2,Others,1448254.787275234,2642
890,Dadra & Nagar Haveli & Daman & Diu,2020,3,Recharge & bill payments,201223380.1868608,455603
891,Dadra & Nagar Haveli & Daman & Diu,2020,3,Peer-to-peer payments,1401020928.2319155,419524
892,Dadra & Nagar Haveli & Daman & Diu,2020,3,Merchant payments,143497844.49072367,257572
893,Dadra & Nagar Haveli & Daman & Diu,2020,3,Financial Services,1778864.0123306382,1635
894,Dadra & Nagar Haveli & Daman & Diu,2020,3,Others,2268098.077531771,3978
895,Dadra & Nagar Haveli & Daman & Diu,2020,4,Peer-to-peer payments,2153786522.547576,666995
896,Dadra & Nagar Haveli & Daman & Diu,2020,4,Merchant payments,316510115.80515665,631443
897,Dadra & Nagar Haveli & Daman & Diu,2020,4,Recharge & bill payments,224246669.7783347,509971
898,Dadra & Nagar Haveli & Daman & Diu,2020,4,Financial Services,1683959.5099964456,2453
899,Dadra & Nagar Haveli & Daman & Diu,2020,4,Others,4283833.187441602,6929
900,Dadra & Nagar Haveli & Daman & Diu,2021,1,Peer-to-peer payments,2379220756.2230163,768921
901,Dadra & Nagar Haveli & Daman & Diu,2021,1,Merchant payments,367522132.38063604,705821
902,Dadra & Nagar Haveli & Daman & Diu,2021,1,Recharge & bill payments,213177144.73200977,442926
903,Dadra & Nagar Haveli & Daman & Diu,2021,1,Financial Services,1930008.9716834244,2243
904,Dadra & Nagar Haveli & Daman & Diu,2021,1,Others,3782868.8861592514,5333
905,Dadra & Nagar Haveli & Daman & Diu,2021,2,Peer-to-peer payments,2512913026.4279447,843550
906,Dadra & Nagar Haveli & Daman & Diu,2021,2,Merchant payments,430487473.930562,802899
907,Dadra & Nagar Haveli & Daman & Diu,2021,2,Recharge & bill payments,208762964.0120024,471136
908,Dadra & Nagar Haveli & Daman & Diu,2021,2,Financial Services,1763792.6506419359,1826
909,Dadra & Nagar Haveli & Daman & Diu,2021,2,Others,3741204.3977531465,5672
910,Dadra & Nagar Haveli & Daman & Diu,2021,3,Merchant payments,706774071.9381688,1312241
911,Dadra & Nagar Haveli & Daman & Diu,2021,3,Peer-to-peer payments,3339347400.0643554,1262732
912,Dadra & Nagar Haveli & Daman & Diu,2021,3,Recharge & bill payments,253199754.8745275,544322
913,Dadra & Nagar Haveli & Daman & Diu,2021,3,Financial Services,2252116.636459231,2065
914,Dadra & Nagar Haveli & Daman & Diu,2021,3,Others,4365759.277996017,8110
915,Dadra & Nagar Haveli & Daman & Diu,2021,4,Merchant payments,1058989463.1650428,2013673
916,Dadra & Nagar Haveli & Daman & Diu,2021,4,Peer-to-peer payments,4202291071.7106133,1577168
917,Dadra & Nagar Haveli & Daman & Diu,2021,4,Recharge & bill payments,294991582.16815025,551618
918,Dadra & Nagar Haveli & Daman & Diu,2021,4,Financial Services,3159306.4175118254,2909
919,Dadra & Nagar Haveli & Daman & Diu,2021,4,Others,6407962.869342193,11717
920,Dadra & Nagar Haveli & Daman & Diu,2022,1,Merchant payments,1227972829.6970267,2507246
921,Dadra & Nagar Haveli & Daman & Diu,2022,1,Peer-to-peer payments,4674787017.541661,1745454
922,Dadra & Nagar Haveli & Daman & Diu,2022,1,Recharge & bill payments,326296370.82357025,538134
923,Dadra & Nagar Haveli & Daman & Diu,2022,1,Financial Services,2661345.5534556974,2574
924,Dadra & Nagar Haveli & Daman & Diu,2022,1,Others,5330803.646676767,9395
925,Dadra & Nagar Haveli & Daman & Diu,2022,2,Merchant payments,1536859131.3374817,3346697
926,Dadra & Nagar Haveli & Daman & Diu,2022,2,Peer-to-peer payments,5078832140.606572,1861799
927,Dadra & Nagar Haveli & Daman & Diu,2022,2,Recharge & bill payments,372921225.4254243,539562
928,Dadra & Nagar Haveli & Daman & Diu,2022,2,Financial Services,2131607.7226029015,1849
929,Dadra & Nagar Haveli & Daman & Diu,2022,2,Others,4415675.718757721,9864
930,Dadra & Nagar Haveli & Daman & Diu,2022,3,Merchant payments,1705567002.0586467,3777156
931,Dadra & Nagar Haveli & Daman & Diu,2022,3,Peer-to-peer payments,5382949597.510585,2086741
932,Dadra & Nagar Haveli & Daman & Diu,2022,3,Recharge & bill payments,425206924.5270094,592431
933,Dadra & Nagar Haveli & Daman & Diu,2022,3,Financial Services,3194409.939898855,2237
934,Dadra & Nagar Haveli & Daman & Diu,2022,3,Others,3729425.46329771,7056
935,Dadra & Nagar Haveli & Daman & Diu,2022,4,Merchant payments,1889046056.1988354,4415771
936,Dadra & Nagar Haveli & Daman & Diu,2022,4,Peer-to-peer payments,5737539058.403507,2215052
937,Dadra & Nagar Haveli & Daman & Diu,2022,4,Recharge & bill payments,426040023.1105018,548795
938,Dadra & Nagar Haveli & Daman & Diu,2022,4,Financial Services,3169199.262533775,2495
939,Dadra & Nagar Haveli & Daman & Diu,2022,4,Others,3846409.1057498828,7472
940,Dadra & Nagar Haveli & Daman & Diu,2023,1,Merchant payments,2778820380.0,7184933
941,Dadra & Nagar Haveli & Daman & Diu,2023,1,Peer-to-peer payments,9079653826.0,3623830
942,Dadra & Nagar Haveli & Daman & Diu,2023,1,Recharge & bill payments,746971431.0,979503
943,Dadra & Nagar Haveli & Daman & Diu,2023,1,Financial Services,2855684.0,3546
944,Dadra & Nagar Haveli & Daman & Diu,2023,1,Others,5789879.0,12173
945,Dadra & Nagar Haveli & Daman & Diu,2023,2,Merchant payments,3135694669.0,8331573
946,Dadra & Nagar Haveli & Daman & Diu,2023,2,Peer-to-peer payments,9804533561.0,3962990
947,Dadra & Nagar Haveli & Daman & Diu,2023,2,Recharge & bill payments,800283519.0,1046280
948,Dadra & Nagar Haveli & Daman & Diu,2023,2,Financial Services,4431276.0,3985
949,Dadra & Nagar Haveli & Daman & Diu,2023,2,Others,5595163.0,12287
950,Dadra & Nagar Haveli & Daman & Diu,2023,3,Merchant payments,3564710651.0,9582597
951,Dadra & Nagar Haveli & Daman & Diu,2023,3,Peer-to-peer payments,10642329946.0,4630867
952,Dadra & Nagar Haveli & Daman & Diu,2023,3,Recharge & bill payments,878917740.0,1139193
953,Dadra & Nagar Haveli & Daman & Diu,2023,3,Financial Services,5268269.0,5572
954,Dadra & Nagar Haveli & Daman & Diu,2023,3,Others,4839857.0,12099
955,Dadra & Nagar Haveli & Daman & Diu,2023,4,Merchant payments,4318758826.0,11765508
956,Dadra & Nagar Haveli & Daman & Diu,2023,4,Peer-to-peer payments,12234383845.0,5347152
957,Dadra & Nagar Haveli & Daman & Diu,2023,4,Recharge & bill payments,991997355.0,1169931
958,Dadra & Nagar Haveli & Daman & Diu,2023,4,Financial Services,7765262.0,5597
959,Dadra & Nagar Haveli & Daman & Diu,2023,4,Others,5154679.0,14185
960,Delhi,2018,1,Recharge & bill payments,1320559612.770412,3947297
961,Delhi,2018,1,Peer-to-peer payments,9125685134.894358,2380820
962,Delhi,2018,1,Merchant payments,375393115.19131327,339809
963,Delhi,2018,1,Financial Services,45588429.271575734,136240
964,Delhi,2018,1,Others,344277514.7923026,318588
965,Delhi,2018,2,Recharge & bill payments,2078183615.8006349,4511737
966,Delhi,2018,2,Peer-to-peer payments,14348179103.109837,3542716
967,Delhi,2018,2,Merchant payments,631597790.6002588,837001
968,Delhi,2018,2,Financial Services,66584728.19594695,205991
969,Delhi,2018,2,Others,321754664.4984691,276278
970,Delhi,2018,3,Peer-to-peer payments,22670122888.868217,8557153
971,Delhi,2018,3,Recharge & bill payments,3261844270.537241,5305635
972,Delhi,2018,3,Merchant payments,1048422633.7093576,3808395
973,Delhi,2018,3,Financial Services,45051151.35143036,274526
974,Delhi,2018,3,Others,350405916.1523186,601339
975,Delhi,2018,4,Peer-to-peer payments,32389252494.75772,9973249
976,Delhi,2018,4,Merchant payments,2738429838.939273,9958967
977,Delhi,2018,4,Recharge & bill payments,3961160542.570066,7483633
978,Delhi,2018,4,Financial Services,58162003.43614492,265004
979,Delhi,2018,4,Others,575852739.0031943,1506866
980,Delhi,2019,1,Peer-to-peer payments,48250023720.99173,20216287
981,Delhi,2019,1,Merchant payments,3996618719.7994804,13875931
982,Delhi,2019,1,Recharge & bill payments,5521320539.356212,10744978
983,Delhi,2019,1,Financial Services,30997039.697555833,223095
984,Delhi,2019,1,Others,670171769.6522964,1947036
985,Delhi,2019,2,Merchant payments,6816878922.844399,20891431
986,Delhi,2019,2,Peer-to-peer payments,65953571241.26435,20570311
987,Delhi,2019,2,Recharge & bill payments,8035701902.391765,12869453
988,Delhi,2019,2,Financial Services,33985068.68378611,137774
989,Delhi,2019,2,Others,866678928.4439986,2702543
990,Delhi,2019,3,Merchant payments,9857221391.940361,29453368
991,Delhi,2019,3,Peer-to-peer payments,81904443496.29778,25201978
992,Delhi,2019,3,Recharge & bill payments,10406524192.884487,11133404
993,Delhi,2019,3,Financial Services,27952186.986432005,92061
994,Delhi,2019,3,Others,1000670778.3478061,3657065
995,Delhi,2019,4,Peer-to-peer payments,105858524152.38443,33040093
996,Delhi,2019,4,Merchant payments,12864577363.070576,32537378
997,Delhi,2019,4,Recharge & bill payments,9500486080.98845,11609898
998,Delhi,2019,4,Financial Services,21512527.973989226,57063
999,Delhi,2019,4,Others,779367300.4732571,3500565
1000,Delhi,2020,1,Merchant payments,14470782771.054684,33951545
1001,Delhi,2020,1,Peer-to-peer payments,108987600006.3667,32410795
1002,Delhi,2020,1,Recharge & bill payments,9498791147.929193,12822919
1003,Delhi,2020,1,Financial Services,39908838.24852887,46529
1004,Delhi,2020,1,Others,619460878.9909673,2515816
1005,Delhi,2020,2,Peer-to-peer payments,86227124454.10175,27155938
1006,Delhi,2020,2,Merchant payments,12708327043.868336,24963931
1007,Delhi,2020,2,Recharge & bill payments,8699886044.040596,13568505
1008,Delhi,2020,2,Financial Services,75405868.16164647,64790
1009,Delhi,2020,2,Others,162694793.15869594,288854
1010,Delhi,2020,3,Peer-to-peer payments,140074023548.15637,41498638
1011,Delhi,2020,3,Merchant payments,21858176583.0589,40973792
1012,Delhi,2020,3,Recharge & bill payments,12883226305.336546,13448341
1013,Delhi,2020,3,Financial Services,114341865.2645722,85689
1014,Delhi,2020,3,Others,234194502.8442282,485401
1015,Delhi,2020,4,Merchant payments,31106554562.7951,54581166
1016,Delhi,2020,4,Peer-to-peer payments,171546055992.1488,49631928
1017,Delhi,2020,4,Recharge & bill payments,12921793576.576857,14862946
1018,Delhi,2020,4,Financial Services,160007919.76894268,114862
1019,Delhi,2020,4,Others,530676173.2537967,1349515
1020,Delhi,2021,1,Merchant payments,39861532639.012344,72615587
1021,Delhi,2021,1,Peer-to-peer payments,210823551741.40936,61957428
1022,Delhi,2021,1,Recharge & bill payments,15447408658.778738,21164274
1023,Delhi,2021,1,Financial Services,203106852.42387855,153039
1024,Delhi,2021,1,Others,592745151.8683048,1468676
1025,Delhi,2021,2,Merchant payments,42933366743.23575,75620295
1026,Delhi,2021,2,Peer-to-peer payments,223034955527.75317,68497718
1027,Delhi,2021,2,Recharge & bill payments,15310096462.746447,25026678
1028,Delhi,2021,2,Financial Services,190019761.49741396,158170
1029,Delhi,2021,2,Others,472659189.30861247,854403
1030,Delhi,2021,3,Merchant payments,64006915630.53262,115250887
1031,Delhi,2021,3,Peer-to-peer payments,298005532606.47,93292876
1032,Delhi,2021,3,Recharge & bill payments,20934734871.908962,28427032
1033,Delhi,2021,3,Financial Services,220660990.22066334,144460
1034,Delhi,2021,3,Others,690472449.1489255,1645353
1035,Delhi,2021,4,Merchant payments,88990516304.07437,149204611
1036,Delhi,2021,4,Peer-to-peer payments,376556972334.1598,112380292
1037,Delhi,2021,4,Recharge & bill payments,22290161823.248642,30127352
1038,Delhi,2021,4,Financial Services,287950130.24921745,199280
1039,Delhi,2021,4,Others,569713470.6592032,771824
1040,Delhi,2022,1,Merchant payments,98212381475.57239,174454937
1041,Delhi,2022,1,Peer-to-peer payments,415305045689.30945,125111881
1042,Delhi,2022,1,Recharge & bill payments,22482865572.904938,29435981
1043,Delhi,2022,1,Financial Services,271039329.10874933,195184
1044,Delhi,2022,1,Others,693588769.393249,1801878
1045,Delhi,2022,2,Merchant payments,121657706565.01256,233412802
1046,Delhi,2022,2,Peer-to-peer payments,480685895058.7076,143447534
1047,Delhi,2022,2,Recharge & bill payments,26876059610.022118,32971294
1048,Delhi,2022,2,Financial Services,209425798.82013166,160827
1049,Delhi,2022,2,Others,426563425.65446466,641727
1050,Delhi,2022,3,Merchant payments,134292748569.06271,276635347
1051,Delhi,2022,3,Peer-to-peer payments,509428627035.3385,160580425
1052,Delhi,2022,3,Recharge & bill payments,33177115465.46472,37572389
1053,Delhi,2022,3,Financial Services,265479580.4156591,195218
1054,Delhi,2022,3,Others,448676465.8346823,608782
1055,Delhi,2022,4,Merchant payments,153114813286.24423,305621913
1056,Delhi,2022,4,Peer-to-peer payments,559069397370.8649,171970100
1057,Delhi,2022,4,Recharge & bill payments,31954251758.09231,36775874
1058,Delhi,2022,4,Financial Services,299454652.77800566,228639
1059,Delhi,2022,4,Others,477098950.59646183,606931
1060,Delhi,2023,1,Merchant payments,116053064134.0,246682850
1061,Delhi,2023,1,Peer-to-peer payments,460727324748.0,135403837
1062,Delhi,2023,1,Recharge & bill payments,33945163887.0,26976608
1063,Delhi,2023,1,Financial Services,275072622.0,206979
1064,Delhi,2023,1,Others,402484189.0,482829
1065,Delhi,2023,2,Merchant payments,126927948779.0,300493650
1066,Delhi,2023,2,Peer-to-peer payments,498879007930.0,151909146
1067,Delhi,2023,2,Recharge & bill payments,35251178665.0,29059235
1068,Delhi,2023,2,Financial Services,302441499.0,219538
1069,Delhi,2023,2,Others,367938784.0,457429
1070,Delhi,2023,3,Merchant payments,143772297471.0,347213404
1071,Delhi,2023,3,Peer-to-peer payments,523701514112.0,167791074
1072,Delhi,2023,3,Recharge & bill payments,39925428804.0,31015600
1073,Delhi,2023,3,Financial Services,439989766.0,275512
1074,Delhi,2023,3,Others,360021285.0,411393
1075,Delhi,2023,4,Merchant payments,168766495844.0,381250463
1076,Delhi,2023,4,Peer-to-peer payments,588131157564.0,185276322
1077,Delhi,2023,4,Recharge & bill payments,41889435437.0,30903762
1078,Delhi,2023,4,Financial Services,501353917.0,317005
1079,Delhi,2023,4,Others,361276587.0,403194
1080,Goa,2018,1,Recharge & bill payments,18273814.162708722,85991
1081,Goa,2018,1,Peer-to-peer payments,268175048.06992978,59651
1082,Goa,2018,1,Merchant payments,11036031.735657964,7880
1083,Goa,2018,1,Financial Services,520105.642400422,1191
1084,Goa,2018,1,Others,5851742.732386975,6184
1085,Goa,2018,2,Recharge & bill payments,30994284.17044104,120943
1086,Goa,2018,2,Peer-to-peer payments,419492232.52410376,87878
1087,Goa,2018,2,Merchant payments,20162855.70611957,12456
1088,Goa,2018,2,Financial Services,733429.427283199,1903
1089,Goa,2018,2,Others,7221023.530667527,6395
1090,Goa,2018,3,Recharge & bill payments,40314972.94208837,158797
1091,Goa,2018,3,Peer-to-peer payments,639468418.1317002,150297
1092,Goa,2018,3,Merchant payments,26634198.178851012,21587
1093,Goa,2018,3,Financial Services,468171.36483984883,1867
1094,Goa,2018,3,Others,6281208.620754639,6963
1095,Goa,2018,4,Peer-to-peer payments,1021902315.4426756,246426
1096,Goa,2018,4,Recharge & bill payments,54832855.89468471,212122
1097,Goa,2018,4,Merchant payments,66666113.92145965,45586
1098,Goa,2018,4,Financial Services,723599.2328183289,2523
1099,Goa,2018,4,Others,8880194.430766659,8098
1100,Goa,2019,1,Peer-to-peer payments,1310759847.8146646,378848
1101,Goa,2019,1,Recharge & bill payments,78212835.0406034,275277
1102,Goa,2019,1,Merchant payments,75946974.41483101,74527
1103,Goa,2019,1,Financial Services,499592.0966860995,2013
1104,Goa,2019,1,Others,9904147.90979165,8147
1105,Goa,2019,2,Peer-to-peer payments,1391933790.7547765,373759
1106,Goa,2019,2,Recharge & bill payments,93218689.41694948,278060
1107,Goa,2019,2,Merchant payments,92873008.6474504,104592
1108,Goa,2019,2,Financial Services,515859.8076807977,1211
1109,Goa,2019,2,Others,13325754.760758925,10819
1110,Goa,2019,3,Peer-to-peer payments,1704668027.0159788,475178
1111,Goa,2019,3,Recharge & bill payments,157952854.9501171,453806
1112,Goa,2019,3,Merchant payments,123948570.56857497,150578
1113,Goa,2019,3,Financial Services,1282344.8444824044,1510
1114,Goa,2019,3,Others,12515394.117688328,11344
1115,Goa,2019,4,Peer-to-peer payments,2484453030.31845,698728
1116,Goa,2019,4,Recharge & bill payments,205602115.14625147,552421
1117,Goa,2019,4,Merchant payments,218404664.8638511,250893
1118,Goa,2019,4,Financial Services,649712.8451498008,1497
1119,Goa,2019,4,Others,14350825.325765317,11733
1120,Goa,2020,1,Peer-to-peer payments,2851686768.653684,817198
1121,Goa,2020,1,Recharge & bill payments,244739382.20701858,678079
1122,Goa,2020,1,Merchant payments,298421548.1046571,373110
1123,Goa,2020,1,Financial Services,1816477.5692472362,1762
1124,Goa,2020,1,Others,13707055.389155574,11088
1125,Goa,2020,2,Recharge & bill payments,241196540.9379891,758617
1126,Goa,2020,2,Peer-to-peer payments,1766723888.2025127,493326
1127,Goa,2020,2,Merchant payments,168591711.94693565,221358
1128,Goa,2020,2,Financial Services,3328361.317987765,3081
1129,Goa,2020,2,Others,3775927.611346662,5710
1130,Goa,2020,3,Peer-to-peer payments,2723430713.3444066,759351
1131,Goa,2020,3,Recharge & bill payments,280187505.0339355,696770
1132,Goa,2020,3,Merchant payments,353193881.4783259,446880
1133,Goa,2020,3,Financial Services,6418950.466847964,4985
1134,Goa,2020,3,Others,5112530.621144422,7545
1135,Goa,2020,4,Peer-to-peer payments,5407626413.043346,1550251
1136,Goa,2020,4,Merchant payments,1123844212.5171819,1389834
1137,Goa,2020,4,Recharge & bill payments,345088772.3784919,839199
1138,Goa,2020,4,Financial Services,10386560.386677971,7287
1139,Goa,2020,4,Others,12846789.254236266,14810
1140,Goa,2021,1,Peer-to-peer payments,7553384653.1682,2235456
1141,Goa,2021,1,Merchant payments,1768358976.7158575,2195509
1142,Goa,2021,1,Recharge & bill payments,410604192.7268899,880682
1143,Goa,2021,1,Financial Services,12207778.148638733,8138
1144,Goa,2021,1,Others,12687278.26183929,11764
1145,Goa,2021,2,Merchant payments,1411529033.6650195,1869384
1146,Goa,2021,2,Peer-to-peer payments,6195032351.177256,1866837
1147,Goa,2021,2,Recharge & bill payments,383804809.3560881,953219
1148,Goa,2021,2,Financial Services,12371843.844825167,8303
1149,Goa,2021,2,Others,10115549.032816991,12392
1150,Goa,2021,3,Merchant payments,2143135314.897931,2865625
1151,Goa,2021,3,Peer-to-peer payments,7871092673.137299,2560305
1152,Goa,2021,3,Recharge & bill payments,438838003.22982365,1017351
1153,Goa,2021,3,Financial Services,12943224.07382146,8337
1154,Goa,2021,3,Others,12416377.597493527,16145
1155,Goa,2021,4,Merchant payments,4384250602.937038,5474662
1156,Goa,2021,4,Peer-to-peer payments,13618351952.666094,4408822
1157,Goa,2021,4,Recharge & bill payments,585734312.4063727,1170180
1158,Goa,2021,4,Financial Services,17101084.66037453,11320
1159,Goa,2021,4,Others,21819163.1997744,23775
1160,Goa,2022,1,Merchant payments,4682000388.389215,6364271
1161,Goa,2022,1,Peer-to-peer payments,14449830641.555716,4640380
1162,Goa,2022,1,Recharge & bill payments,646403472.1135541,1177071
1163,Goa,2022,1,Financial Services,17490493.19245399,11677
1164,Goa,2022,1,Others,20720407.595174044,20699
1165,Goa,2022,2,Merchant payments,5736211013.6866455,7812998
1166,Goa,2022,2,Peer-to-peer payments,16372343177.228306,5097942
1167,Goa,2022,2,Recharge & bill payments,738765635.2807853,1279377
1168,Goa,2022,2,Financial Services,13192736.02810038,10666
1169,Goa,2022,2,Others,12525197.296362752,15071
1170,Goa,2022,3,Merchant payments,5112175255.359402,7595135
1171,Goa,2022,3,Peer-to-peer payments,13780955270.352726,4449008
1172,Goa,2022,3,Recharge & bill payments,657115143.5357426,1122869
1173,Goa,2022,3,Financial Services,12650738.420843877,9992
1174,Goa,2022,3,Others,11368868.03761505,11683
1175,Goa,2022,4,Merchant payments,6739205748.43176,10319138
1176,Goa,2022,4,Peer-to-peer payments,17421974714.962345,5652373
1177,Goa,2022,4,Recharge & bill payments,734121700.6400625,1195865
1178,Goa,2022,4,Financial Services,15705663.126967767,12147
1179,Goa,2022,4,Others,13978544.178016864,13151
1180,Goa,2023,1,Merchant payments,9074816758.0,14273665
1181,Goa,2023,1,Peer-to-peer payments,24773922296.0,8071768
1182,Goa,2023,1,Recharge & bill payments,1197558557.0,1816029
1183,Goa,2023,1,Financial Services,32648574.0,16209
1184,Goa,2023,1,Others,18019590.0,17399
1185,Goa,2023,2,Merchant payments,10146039934.0,15990744
1186,Goa,2023,2,Peer-to-peer payments,26985284919.0,8589659
1187,Goa,2023,2,Recharge & bill payments,1239783487.0,1917200
1188,Goa,2023,2,Financial Services,25141843.0,17352
1189,Goa,2023,2,Others,15956760.0,15635
1190,Goa,2023,3,Merchant payments,10365884105.0,16565190
1191,Goa,2023,3,Peer-to-peer payments,25735484138.0,8489945
1192,Goa,2023,3,Recharge & bill payments,1234664127.0,1913363
1193,Goa,2023,3,Financial Services,26274694.0,17422
1194,Goa,2023,3,Others,12872910.0,13808
1195,Goa,2023,4,Merchant payments,12478698529.0,21003656
1196,Goa,2023,4,Peer-to-peer payments,30342597216.0,10430430
1197,Goa,2023,4,Recharge & bill payments,1413113823.0,1991324
1198,Goa,2023,4,Financial Services,38067531.0,20827
1199,Goa,2023,4,Others,15194458.0,14741
1200,Gujarat,2018,1,Recharge & bill payments,878929080.9916563,3691952
1201,Gujarat,2018,1,Peer-to-peer payments,6318864759.888066,1738974
1202,Gujarat,2018,1,Merchant payments,166036667.57089135,145436
1203,Gujarat,2018,1,Financial Services,27986679.009713165,122117
1204,Gujarat,2018,1,Others,186165067.5737218,250296
1205,Gujarat,2018,2,Recharge & bill payments,1571880396.377953,4643367
1206,Gujarat,2018,2,Peer-to-peer payments,10009680530.386887,2483231
1207,Gujarat,2018,2,Merchant payments,356984574.1205573,275503
1208,Gujarat,2018,2,Financial Services,38598263.22838031,140704
1209,Gujarat,2018,2,Others,185541007.527258,202928
1210,Gujarat,2018,3,Peer-to-peer payments,15272745137.759302,5287200
1211,Gujarat,2018,3,Recharge & bill payments,1938041688.9678535,5117168
1212,Gujarat,2018,3,Merchant payments,466209496.80151117,573440
1213,Gujarat,2018,3,Financial Services,24930605.607339725,136468
1214,Gujarat,2018,3,Others,164477497.1394802,219873
1215,Gujarat,2018,4,Peer-to-peer payments,21207285184.780193,6488202
1216,Gujarat,2018,4,Recharge & bill payments,2297332323.0815277,6138404
1217,Gujarat,2018,4,Merchant payments,1088373316.0580251,1656377
1218,Gujarat,2018,4,Financial Services,30699273.16507,133915
1219,Gujarat,2018,4,Others,207297005.69778407,316405
1220,Gujarat,2019,1,Peer-to-peer payments,31231285551.308655,13465044
1221,Gujarat,2019,1,Recharge & bill payments,3104251732.6516943,8595256
1222,Gujarat,2019,1,Merchant payments,1296376125.1752787,2493340
1223,Gujarat,2019,1,Financial Services,19581520.569400217,114539
1224,Gujarat,2019,1,Others,204585378.77191538,323272
1225,Gujarat,2019,2,Peer-to-peer payments,41853661230.46585,12547493
1226,Gujarat,2019,2,Recharge & bill payments,4651874823.428602,10434449
1227,Gujarat,2019,2,Merchant payments,2526448415.3585706,5486791
1228,Gujarat,2019,2,Financial Services,17349813.389733132,70502
