,State,District,Year,Quartar,Trans_Count,Amount
9145,Maharashtra,Palghar,2020,1,3821386,5554757052.338003
9146,Maharashtra,Jalna,2020,1,1554254,2488830260.000312
9147,Maharashtra,Gondia,2020,1,617809,1016032314.1831489
9148,Maharashtra,Ahmednagar,2020,1,5518308,9057699649.519627
9149,Maharashtra,Pune,2020,1,107497963,119146177775.3236
9150,Maharashtra,Beed,2020,1,1616755,2914670396.431482
9151,Maharashtra,Satara,2020,1,3113859,4120146162.712983
9152,Maharashtra,Jalgaon,2020,2,3727977,6134997055.559946
9153,Maharashtra,Latur,2020,2,2772910,4472025609.504336
9154,Maharashtra,Thane,2020,2,12230364,18163626280.67061
9155,Maharashtra,Bhandara,2020,2,890538,1370441356.1968591
9156,Maharashtra,Nandurbar,2020,2,766368,1344237632.9119701
9157,Maharashtra,Chandrapur,2020,2,1514383,2085827481.1941326
9158,Maharashtra,Kolhapur,2020,2,3390905,4716100903.754046
9159,Maharashtra,Solapur,2020,2,6271738,11057370637.178139
9160,Maharashtra,Mumbai,2020,2,2837817,4795823345.489866
9161,Maharashtra,Sindhudurg,2020,2,452629,550426816.3519356
9162,Maharashtra,Dhule,2020,2,1706807,2865405294.685203
9163,Maharashtra,Wardha,2020,2,968066,1416490440.0702643
9164,Maharashtra,Parbhani,2020,2,1460967,2399924431.431336
9165,Maharashtra,Mumbai Suburban,2020,2,14673823,26603760478.450813
9166,Maharashtra,Hingoli,2020,2,775498,1223636878.0366883
9167,Maharashtra,Ratnagiri,2020,2,834955,1029151098.1060637
9168,Maharashtra,Nanded,2020,2,2592680,4677507608.453169
9169,Maharashtra,Osmanabad,2020,2,2058303,3600377012.9277935
9170,Maharashtra,Nagpur,2020,2,8581175,13518590358.37893
9171,Maharashtra,Buldhana,2020,2,2419215,4723655180.111789
9172,Maharashtra,Nashik,2020,2,11893531,17207891612.65169
9173,Maharashtra,Akola,2020,2,1207755,1812714456.7764344
9174,Maharashtra,Yavatmal,2020,2,1483416,2245522554.4020457
9175,Maharashtra,Aurangabad,2020,2,7820545,11549930061.996231
9176,Maharashtra,Amravati,2020,2,2868272,4203630855.781695
9177,Maharashtra,Washim,2020,2,2533987,6099370009.250559
9178,Maharashtra,Sangli,2020,2,2593679,4046325761.648611
9179,Maharashtra,Gadchiroli,2020,2,574657,908122753.1200151
9180,Maharashtra,Raigad,2020,2,4056198,5669347658.182283
9181,Maharashtra,Palghar,2020,2,4237438,5239353069.683626
9182,Maharashtra,Jalna,2020,2,2008102,3307905950.218322
9183,Maharashtra,Gondia,2020,2,805107,1384067598.312616
9184,Maharashtra,Ahmednagar,2020,2,6617740,11240715303.18826
9185,Maharashtra,Pune,2020,2,58840981,94890914730.75931
9186,Maharashtra,Beed,2020,2,2593890,4724429309.854979
9187,Maharashtra,Satara,2020,2,3728345,5079899574.13271
9188,Maharashtra,Jalgaon,2020,3,4687954,8431535730.8163595
9189,Maharashtra,Latur,2020,3,3309492,5748283428.37841
9190,Maharashtra,Thane,2020,3,16568232,26708998225.097702
9191,Maharashtra,Bhandara,2020,3,1083453,1852362108.5443692
9192,Maharashtra,Nandurbar,2020,3,910384,1720959142.794833
9193,Maharashtra,Chandrapur,2020,3,1910883,2886484302.6107407
9194,Maharashtra,Kolhapur,2020,3,4272945,6608568950.738272
9195,Maharashtra,Solapur,2020,3,8375851,16121372736.652994
9196,Maharashtra,Mumbai,2020,3,3740959,6984270360.019845
9197,Maharashtra,Sindhudurg,2020,3,521528,720890129.6463914
9198,Maharashtra,Dhule,2020,3,2146455,4076865156.390772
9199,Maharashtra,Wardha,2020,3,1171546,1930521487.6155033
9200,Maharashtra,Parbhani,2020,3,1886141,3647572014.927022
9201,Maharashtra,Mumbai Suburban,2020,3,20687558,38421032377.84478
9202,Maharashtra,Hingoli,2020,3,921760,1713781075.7712855
9203,Maharashtra,Ratnagiri,2020,3,945643,1333106781.0358593
9204,Maharashtra,Nanded,2020,3,3194923,6348462429.110924
9205,Maharashtra,Osmanabad,2020,3,2489096,4682189937.23473
9206,Maharashtra,Nagpur,2020,3,11746960,18854510864.94963
9207,Maharashtra,Buldhana,2020,3,2928610,6020031152.408256
9208,Maharashtra,Nashik,2020,3,17587671,26675908700.898186
9209,Maharashtra,Akola,2020,3,1518861,2574200192.6792965
9210,Maharashtra,Yavatmal,2020,3,1743407,3032251175.851321
9211,Maharashtra,Aurangabad,2020,3,12231686,19033463159.354687
9212,Maharashtra,Amravati,2020,3,3774174,6075582865.198356
9213,Maharashtra,Washim,2020,3,2135042,4973062170.693851
9214,Maharashtra,Sangli,2020,3,3148369,5477370561.1483555
9215,Maharashtra,Gadchiroli,2020,3,678774,1203705611.4544067
9216,Maharashtra,Raigad,2020,3,5427408,8380993717.388744
9217,Maharashtra,Palghar,2020,3,5046305,7298216466.360155
9218,Maharashtra,Jalna,2020,3,2539902,4610124935.89871
9219,Maharashtra,Gondia,2020,3,927925,1784236182.421629
9220,Maharashtra,Ahmednagar,2020,3,8883332,16593214276.595514
9221,Maharashtra,Pune,2020,3,101472134,154366363808.0403
9222,Maharashtra,Beed,2020,3,3118322,6611620805.641609
9223,Maharashtra,Satara,2020,3,4577239,6804965990.2244625
9224,Maharashtra,Jalgaon,2020,4,6985861,12494067001.692066
9225,Maharashtra,Latur,2020,4,5323018,9526451376.752083
9226,Maharashtra,Thane,2020,4,30073494,43911916102.087776
9227,Maharashtra,Bhandara,2020,4,1557214,2686273675.0661483
9228,Maharashtra,Nandurbar,2020,4,1339578,2517220918.8553166
9229,Maharashtra,Chandrapur,2020,4,2924775,4626249365.961412
9230,Maharashtra,Kolhapur,2020,4,6953772,10786069175.176712
9231,Maharashtra,Solapur,2020,4,12746918,24047679847.907963
9232,Maharashtra,Mumbai,2020,4,7347827,13445000527.76939
9233,Maharashtra,Sindhudurg,2020,4,704068,1074666905.9848752
9234,Maharashtra,Dhule,2020,4,3259845,6104788321.365406
9235,Maharashtra,Wardha,2020,4,1765818,2809665509.7208304
9236,Maharashtra,Parbhani,2020,4,2927074,5384672051.2516165
9237,Maharashtra,Mumbai Suburban,2020,4,31947471,52567087497.07483
9238,Maharashtra,Hingoli,2020,4,1323826,2457013063.704149
9239,Maharashtra,Ratnagiri,2020,4,1239737,1918661281.470666
9240,Maharashtra,Nanded,2020,4,4944241,10129280636.851904
9241,Maharashtra,Osmanabad,2020,4,3700883,7067137735.692784
9242,Maharashtra,Nagpur,2020,4,17881031,27734234062.40806
9243,Maharashtra,Buldhana,2020,4,4315634,8694631794.55773
9244,Maharashtra,Nashik,2020,4,25886584,38876096829.7729
9245,Maharashtra,Akola,2020,4,2321592,3994626251.8553295
9246,Maharashtra,Yavatmal,2020,4,2582434,4650557075.489644
9247,Maharashtra,Aurangabad,2020,4,19001745,27681773653.44072
9248,Maharashtra,Amravati,2020,4,5645786,9549659612.368576
9249,Maharashtra,Washim,2020,4,5782133,13400145744.069927
9250,Maharashtra,Sangli,2020,4,4990427,8677291713.203817
9251,Maharashtra,Gadchiroli,2020,4,953205,1842068911.886773
9252,Maharashtra,Raigad,2020,4,9634903,13939207766.945723
9253,Maharashtra,Palghar,2020,4,8070045,11789420098.043339
9254,Maharashtra,Jalna,2020,4,3740553,6701628487.028286
9255,Maharashtra,Gondia,2020,4,1312868,2564702116.1102557
9256,Maharashtra,Ahmednagar,2020,4,13929256,25560818870.6825
9257,Maharashtra,Pune,2020,4,142350762,182511549425.14316
9258,Maharashtra,Beed,2020,4,4622657,9549129679.112585
9259,Maharashtra,Satara,2020,4,7533969,10884087745.800198
9260,Maharashtra,Jalgaon,2021,1,7125707,13436630175.753107
9261,Maharashtra,Latur,2021,1,5760464,10272773258.588238
9262,Maharashtra,Thane,2021,1,33503449,48840960311.87904
9263,Maharashtra,Bhandara,2021,1,1564520,2913849252.9130535
9264,Maharashtra,Nandurbar,2021,1,1383515,2901763348.7850657
9265,Maharashtra,Chandrapur,2021,1,3151866,5069729588.572804
9266,Maharashtra,Kolhapur,2021,1,7652720,11901398334.29837
9267,Maharashtra,Solapur,2021,1,13720797,26445846333.97523
9268,Maharashtra,Mumbai,2021,1,8188922,15047988751.590004
9269,Maharashtra,Sindhudurg,2021,1,687743,1257865634.0263405
9270,Maharashtra,Dhule,2021,1,3403609,6669525561.754
9271,Maharashtra,Wardha,2021,1,1840914,3127038656.9324656
9272,Maharashtra,Parbhani,2021,1,3263936,6070517241.173687
9273,Maharashtra,Mumbai Suburban,2021,1,49079788,75911506798.24136
9274,Maharashtra,Hingoli,2021,1,1278417,2500851214.1490774
9275,Maharashtra,Ratnagiri,2021,1,1238194,2129551543.4130135
9276,Maharashtra,Nanded,2021,1,5176083,10853543031.67955
9277,Maharashtra,Osmanabad,2021,1,3859502,7459855804.480752
9278,Maharashtra,Nagpur,2021,1,20132732,31261594334.217766
9279,Maharashtra,Buldhana,2021,1,4321520,9192518486.187069
9280,Maharashtra,Nashik,2021,1,27235543,41832846588.20086
9281,Maharashtra,Akola,2021,1,2410033,4313676653.103065
9282,Maharashtra,Yavatmal,2021,1,2673201,5192118900.718618
9283,Maharashtra,Aurangabad,2021,1,20324679,29945191784.134216
9284,Maharashtra,Amravati,2021,1,5370072,9628361958.166653
9285,Maharashtra,Washim,2021,1,16119131,32164445523.209106
9286,Maharashtra,Sangli,2021,1,5514760,9850670767.038408
9287,Maharashtra,Gadchiroli,2021,1,959325,2010484968.1852307
9288,Maharashtra,Raigad,2021,1,10673549,15596964081.61911
9289,Maharashtra,Palghar,2021,1,8313771,12738143184.389732
9290,Maharashtra,Jalna,2021,1,3795010,7135028200.598163
9291,Maharashtra,Gondia,2021,1,1400318,2892659242.6240034
9292,Maharashtra,Ahmednagar,2021,1,14942900,27709537707.314117
9293,Maharashtra,Pune,2021,1,208930588,253623629237.65793
9294,Maharashtra,Beed,2021,1,4851168,10322699960.987194
9295,Maharashtra,Satara,2021,1,8011794,11665585732.692352
9296,Maharashtra,Jalgaon,2021,2,9203822,17827507489.14714
9297,Maharashtra,Latur,2021,2,6926698,12775603482.762703
9298,Maharashtra,Thane,2021,2,34695330,51834001818.133484
9299,Maharashtra,Bhandara,2021,2,1822721,3497598608.1527295
9300,Maharashtra,Nandurbar,2021,2,1769625,3685674679.0347614
9301,Maharashtra,Chandrapur,2021,2,3869197,6284653560.530261
9302,Maharashtra,Kolhapur,2021,2,8091062,13193153731.663414
9303,Maharashtra,Solapur,2021,2,16828619,33876247851.21455
9304,Maharashtra,Mumbai,2021,2,7493859,13269905417.180565
9305,Maharashtra,Sindhudurg,2021,2,744195,1343035806.176563
9306,Maharashtra,Dhule,2021,2,4332008,8554199986.261333
9307,Maharashtra,Wardha,2021,2,2139522,3699297144.8283005
9308,Maharashtra,Parbhani,2021,2,4436069,8209849173.250013
9309,Maharashtra,Mumbai Suburban,2021,2,51172626,79709409341.93018
9310,Maharashtra,Hingoli,2021,2,1723420,3436318356.586167
9311,Maharashtra,Ratnagiri,2021,2,1425394,2433599392.9835916
9312,Maharashtra,Nanded,2021,2,6605754,14281557245.034132
9313,Maharashtra,Osmanabad,2021,2,4779631,9350468423.935925
9314,Maharashtra,Nagpur,2021,2,22506189,36690120293.721405
9315,Maharashtra,Buldhana,2021,2,5761237,12195032520.59851
9316,Maharashtra,Nashik,2021,2,28391827,47825836433.598206
9317,Maharashtra,Akola,2021,2,3118344,5603968802.647449
9318,Maharashtra,Yavatmal,2021,2,3570984,6810703585.523739
9319,Maharashtra,Aurangabad,2021,2,23744887,36191383377.4905
9320,Maharashtra,Amravati,2021,2,6482349,11779345148.384516
9321,Maharashtra,Washim,2021,2,27190170,55251595071.35002
9322,Maharashtra,Sangli,2021,2,6227375,11675925279.769922
9323,Maharashtra,Gadchiroli,2021,2,1212525,2440258252.3546357
9324,Maharashtra,Raigad,2021,2,11509927,16915509520.363083
9325,Maharashtra,Palghar,2021,2,8657621,12997801116.852173
9326,Maharashtra,Jalna,2021,2,4973393,9302678916.188164
9327,Maharashtra,Gondia,2021,2,1714392,3601577353.6618857
9328,Maharashtra,Ahmednagar,2021,2,16869500,32660327252.892723
9329,Maharashtra,Pune,2021,2,218732925,298657497266.993
9330,Maharashtra,Beed,2021,2,6303927,13880929754.80759
9331,Maharashtra,Satara,2021,2,8589362,13372484167.690807
9332,Maharashtra,Jalgaon,2021,3,11683707,20222318554.82865
9333,Maharashtra,Latur,2021,3,9248789,15056539122.121685
9334,Maharashtra,Thane,2021,3,46296081,66370065441.36949
9335,Maharashtra,Bhandara,2021,3,2346620,4177653275.8378654
9336,Maharashtra,Nandurbar,2021,3,2294230,4289557263.3032947
9337,Maharashtra,Chandrapur,2021,3,5223272,7710188968.380587
9338,Maharashtra,Kolhapur,2021,3,11008132,17285308890.913483
9339,Maharashtra,Solapur,2021,3,22642205,41800216299.60483
9340,Maharashtra,Mumbai,2021,3,11491677,20168312966.816475
9341,Maharashtra,Sindhudurg,2021,3,901040,1629829529.5913053
9342,Maharashtra,Dhule,2021,3,5529023,10014453951.958511
9343,Maharashtra,Wardha,2021,3,2839183,4424402893.294242
9344,Maharashtra,Parbhani,2021,3,6675022,10674377409.491228
9345,Maharashtra,Mumbai Suburban,2021,3,67846531,100494598469.06511
9346,Maharashtra,Hingoli,2021,3,2161199,3965562680.570984
9347,Maharashtra,Ratnagiri,2021,3,1682108,2812554265.7598977
9348,Maharashtra,Nanded,2021,3,8916177,16631083455.668392
9349,Maharashtra,Osmanabad,2021,3,6137588,10879099861.925121
9350,Maharashtra,Nagpur,2021,3,29998841,44274024437.65408
9351,Maharashtra,Buldhana,2021,3,7413428,13612640871.006664
9352,Maharashtra,Nashik,2021,3,39927545,60198709473.80904
9353,Maharashtra,Akola,2021,3,4155570,6724928544.7167
9354,Maharashtra,Yavatmal,2021,3,4696326,8082506308.227329
9355,Maharashtra,Aurangabad,2021,3,32667108,45343695947.53139
9356,Maharashtra,Amravati,2021,3,8512827,13891877202.076294
9357,Maharashtra,Washim,2021,3,47716080,89156949627.79578
9358,Maharashtra,Sangli,2021,3,8352537,14641584802.926895
9359,Maharashtra,Gadchiroli,2021,3,1543698,2975813665.779912
9360,Maharashtra,Raigad,2021,3,15666356,21716387176.677456
9361,Maharashtra,Palghar,2021,3,11918989,17245742713.72838
9362,Maharashtra,Jalna,2021,3,6262192,10808380341.003181
9363,Maharashtra,Gondia,2021,3,2236319,4202183466.3787003
9364,Maharashtra,Ahmednagar,2021,3,23270731,41445914645.10296
9365,Maharashtra,Pune,2021,3,303322956,372243656247.4718
9366,Maharashtra,Beed,2021,3,8279040,16758879510.504045
9367,Maharashtra,Satara,2021,3,12010933,17327306884.54817
9368,Maharashtra,Jalgaon,2021,4,15456402,26909954530.424908
9369,Maharashtra,Latur,2021,4,12678966,20736966202.77146
9370,Maharashtra,Thane,2021,4,58731186,82756618879.3905
9371,Maharashtra,Bhandara,2021,4,3014353,5371508386.170332
9372,Maharashtra,Nandurbar,2021,4,3087075,5793563146.987923
9373,Maharashtra,Chandrapur,2021,4,7009727,10412294822.20895
9374,Maharashtra,Kolhapur,2021,4,15202155,23311142306.113045
9375,Maharashtra,Solapur,2021,4,29893044,53557566277.62863
9376,Maharashtra,Mumbai,2021,4,15677222,27535270022.96809
9377,Maharashtra,Sindhudurg,2021,4,1243850,2234445565.547666
9378,Maharashtra,Dhule,2021,4,7402020,13203246956.782043
9379,Maharashtra,Wardha,2021,4,3741381,5948081630.188509
9380,Maharashtra,Parbhani,2021,4,8899067,13987558040.08242
9381,Maharashtra,Mumbai Suburban,2021,4,92733033,134616103622.6073
9382,Maharashtra,Hingoli,2021,4,2951247,5448438919.118406
9383,Maharashtra,Ratnagiri,2021,4,2267617,3804549056.2868958
9384,Maharashtra,Nanded,2021,4,12362404,23236313336.13468
9385,Maharashtra,Osmanabad,2021,4,8478583,14851847464.126001
9386,Maharashtra,Nagpur,2021,4,37294016,55504861303.1382
9387,Maharashtra,Buldhana,2021,4,9965367,18366614804.863438
9388,Maharashtra,Nashik,2021,4,50753398,77325087055.88705
9389,Maharashtra,Akola,2021,4,5575093,9105402246.049797
9390,Maharashtra,Yavatmal,2021,4,6325995,11009717772.045103
9391,Maharashtra,Aurangabad,2021,4,42089766,58225600205.240555
9392,Maharashtra,Amravati,2021,4,10748480,18826698543.57356
9393,Maharashtra,Washim,2021,4,58312102,108918964843.63312
9394,Maharashtra,Sangli,2021,4,11336302,19350815032.954494
9395,Maharashtra,Gadchiroli,2021,4,2019389,3876064979.5170345
9396,Maharashtra,Raigad,2021,4,19999796,27241010089.09033
9397,Maharashtra,Palghar,2021,4,15141805,21820045142.227596
9398,Maharashtra,Jalna,2021,4,8350020,14344117826.989296
9399,Maharashtra,Gondia,2021,4,2933396,5371056519.087561
9400,Maharashtra,Ahmednagar,2021,4,30809337,53652623922.42543
9401,Maharashtra,Pune,2021,4,371337618,454584743765.0556
9402,Maharashtra,Beed,2021,4,10966370,21562077522.84112
9403,Maharashtra,Satara,2021,4,15943920,22557502388.35908
9404,Maharashtra,Jalgaon,2022,1,17757988,30555178757.005997
9405,Maharashtra,Latur,2022,1,15356835,23856260979.2032
9406,Maharashtra,Thane,2022,1,66420329,91604299445.99771
9407,Maharashtra,Bhandara,2022,1,3461274,6404864501.433441
9408,Maharashtra,Nandurbar,2022,1,3622329,7060445513.077811
9409,Maharashtra,Chandrapur,2022,1,8245169,12334491815.90076
9410,Maharashtra,Kolhapur,2022,1,17433041,26386491968.922462
9411,Maharashtra,Solapur,2022,1,35130037,62436627060.52482
9412,Maharashtra,Mumbai,2022,1,17957610,30021552307.219616
9413,Maharashtra,Sindhudurg,2022,1,1428957,2551979373.6666465
9414,Maharashtra,Dhule,2022,1,8541986,14920655481.690989
9415,Maharashtra,Wardha,2022,1,4351919,6817775708.436135
9416,Maharashtra,Parbhani,2022,1,10320054,15871955896.827192
9417,Maharashtra,Mumbai Suburban,2022,1,104595313,148080835860.6061
9418,Maharashtra,Hingoli,2022,1,3618468,6309169659.7158165
9419,Maharashtra,Ratnagiri,2022,1,2707601,4494723116.141416
9420,Maharashtra,Nanded,2022,1,14832112,26944854915.835846
9421,Maharashtra,Osmanabad,2022,1,9757272,17024101045.584564
9422,Maharashtra,Nagpur,2022,1,43072958,63065806665.247505
9423,Maharashtra,Buldhana,2022,1,11747608,20901275712.18042
9424,Maharashtra,Nashik,2022,1,59914404,89903593917.99501
9425,Maharashtra,Akola,2022,1,6689313,10723857464.538498
9426,Maharashtra,Yavatmal,2022,1,7555408,12885201280.952847
9427,Maharashtra,Aurangabad,2022,1,48288544,66140008400.38048
9428,Maharashtra,Amravati,2022,1,12901295,21513429781.136066
9429,Maharashtra,Washim,2022,1,73700274,136398563399.82826
9430,Maharashtra,Sangli,2022,1,13407114,22867674942.154476
9431,Maharashtra,Gadchiroli,2022,1,2430940,4667653819.06547
9432,Maharashtra,Raigad,2022,1,22836136,30642123149.62334
9433,Maharashtra,Palghar,2022,1,17329583,24541321852.48381
9434,Maharashtra,Jalna,2022,1,9770142,16932733608.18157
9435,Maharashtra,Gondia,2022,1,3447926,6533829706.610294
9436,Maharashtra,Ahmednagar,2022,1,35927347,61917805949.94818
9437,Maharashtra,Pune,2022,1,424149132,508475101454.5798
9438,Maharashtra,Beed,2022,1,12794151,24332097862.902313
9439,Maharashtra,Satara,2022,1,18005869,25280931605.5211
9440,Maharashtra,Jalgaon,2022,2,20794365,36575989749.60019
9441,Maharashtra,Latur,2022,2,18128124,28958359286.009148
9442,Maharashtra,Thane,2022,2,76359706,103706480304.36014
9443,Maharashtra,Bhandara,2022,2,4092003,7232792765.616951
9444,Maharashtra,Nandurbar,2022,2,4250672,8304946450.368532
9445,Maharashtra,Chandrapur,2022,2,9797860,14673749839.352476
9446,Maharashtra,Kolhapur,2022,2,20243542,30132865372.25327
9447,Maharashtra,Solapur,2022,2,41690075,74367210007.30444
9448,Maharashtra,Mumbai,2022,2,21906382,34652240504.3772
9449,Maharashtra,Sindhudurg,2022,2,1651248,2911299845.9586983
9450,Maharashtra,Dhule,2022,2,10013481,17251071062.99606
9451,Maharashtra,Wardha,2022,2,5184451,8180933329.541675
9452,Maharashtra,Parbhani,2022,2,12237389,19217813799.99737
9453,Maharashtra,Mumbai Suburban,2022,2,125227570,172590494011.93735
9454,Maharashtra,Hingoli,2022,2,4251385,7588716856.174571
9455,Maharashtra,Ratnagiri,2022,2,3132835,5132970050.331276
9456,Maharashtra,Nanded,2022,2,17724135,32660155636.068184
9457,Maharashtra,Osmanabad,2022,2,11489907,20295780297.440277
9458,Maharashtra,Nagpur,2022,2,52065290,75751126721.70934
9459,Maharashtra,Buldhana,2022,2,13912064,24793582296.679222
9460,Maharashtra,Nashik,2022,2,69128782,103031323327.35526
9461,Maharashtra,Akola,2022,2,7921437,12695451606.799038
9462,Maharashtra,Yavatmal,2022,2,9164377,15619715763.357622
9463,Maharashtra,Aurangabad,2022,2,55248137,75915458866.51474
9464,Maharashtra,Amravati,2022,2,15342341,24924375837.132645
9465,Maharashtra,Washim,2022,2,98129806,175926949614.37338
9466,Maharashtra,Sangli,2022,2,15400605,25758452266.26726
9467,Maharashtra,Gadchiroli,2022,2,2879207,5569253888.01551
9468,Maharashtra,Raigad,2022,2,26465986,34460851150.86925
9469,Maharashtra,Palghar,2022,2,19395512,26988617829.23101
9470,Maharashtra,Jalna,2022,2,11306875,19653230057.995495
9471,Maharashtra,Gondia,2022,2,4154419,7653207776.307781
9472,Maharashtra,Ahmednagar,2022,2,42201172,72250021262.47775
9473,Maharashtra,Pune,2022,2,520321567,620747087392.5974
9474,Maharashtra,Beed,2022,2,15497524,30601828692.245453
9475,Maharashtra,Satara,2022,2,20822882,29497978656.27469
9476,Maharashtra,Jalgaon,2022,3,21047727,34617511595.944435
9477,Maharashtra,Latur,2022,3,17812129,26257685563.770798
9478,Maharashtra,Thane,2022,3,80605581,103768554261.10455
9479,Maharashtra,Bhandara,2022,3,4087395,6757463930.95363
9480,Maharashtra,Nandurbar,2022,3,4162280,7210686511.24055
9481,Maharashtra,Chandrapur,2022,3,9596226,13325464158.332045
9482,Maharashtra,Kolhapur,2022,3,24897514,35290411636.7214
9483,Maharashtra,Solapur,2022,3,43898093,73768556417.1306
9484,Maharashtra,Mumbai,2022,3,72051672,98270574413.60028
9485,Maharashtra,Sindhudurg,2022,3,1433464,2330071830.4643617
9486,Maharashtra,Dhule,2022,3,9760928,16123090143.384521
9487,Maharashtra,Wardha,2022,3,5641625,8211699040.492932
9488,Maharashtra,Parbhani,2022,3,9856335,15073054825.293736
9489,Maharashtra,Mumbai Suburban,2022,3,197724164,247678975470.48975
9490,Maharashtra,Hingoli,2022,3,4340017,6879672883.17294
9491,Maharashtra,Ratnagiri,2022,3,3379494,4901770245.492907
9492,Maharashtra,Nanded,2022,3,18419096,30054993788.27726
9493,Maharashtra,Osmanabad,2022,3,11529406,18578961710.001026
9494,Maharashtra,Nagpur,2022,3,73292524,101188934110.4972
9495,Maharashtra,Buldhana,2022,3,14234928,22499077830.3584
9496,Maharashtra,Nashik,2022,3,75574380,109529218251.08427
9497,Maharashtra,Akola,2022,3,8839710,12866344717.433132
9498,Maharashtra,Yavatmal,2022,3,10601620,16269071013.621933
9499,Maharashtra,Aurangabad,2022,3,59756919,78617594736.37457
9500,Maharashtra,Amravati,2022,3,17634270,27223482345.117237
9501,Maharashtra,Washim,2022,3,17502495,31020762468.647434
9502,Maharashtra,Sangli,2022,3,17044884,26797586211.873547
9503,Maharashtra,Gadchiroli,2022,3,2957701,5179151794.127684
9504,Maharashtra,Raigad,2022,3,28475145,36394835874.96222
9505,Maharashtra,Palghar,2022,3,21251118,27858158775.203857
9506,Maharashtra,Jalna,2022,3,11721876,19006868142.519974
9507,Maharashtra,Gondia,2022,3,4236959,7259174997.297247
9508,Maharashtra,Ahmednagar,2022,3,42461860,70593347849.70448
9509,Maharashtra,Pune,2022,3,505018506,549531791371.8348
9510,Maharashtra,Beed,2022,3,15769922,29258345493.697945
9511,Maharashtra,Satara,2022,3,19771454,27386242964.314114
9512,Maharashtra,Jalgaon,2022,4,24441243,40517965270.04435
9513,Maharashtra,Latur,2022,4,20623462,30658727472.04145
9514,Maharashtra,Thane,2022,4,96634264,120463884034.54527
9515,Maharashtra,Bhandara,2022,4,5270967,8540677015.448907
9516,Maharashtra,Nandurbar,2022,4,5572337,9126918822.196335
9517,Maharashtra,Chandrapur,2022,4,12283830,17204912500.024567
9518,Maharashtra,Kolhapur,2022,4,29228843,40981314698.61918
9519,Maharashtra,Solapur,2022,4,49452868,83291615226.59082
9520,Maharashtra,Mumbai,2022,4,75229421,102451767492.8262
9521,Maharashtra,Sindhudurg,2022,4,1712359,2782675279.823016
9522,Maharashtra,Dhule,2022,4,11758841,19363163562.56085
9523,Maharashtra,Wardha,2022,4,6408966,9434313416.12473
9524,Maharashtra,Parbhani,2022,4,11428317,17658440737.31428
9525,Maharashtra,Mumbai Suburban,2022,4,248827345,310278216439.5166
9526,Maharashtra,Hingoli,2022,4,4938947,8011969252.23546
9527,Maharashtra,Ratnagiri,2022,4,4187852,6141314534.311142
9528,Maharashtra,Nanded,2022,4,22110992,36598174602.17857
9529,Maharashtra,Osmanabad,2022,4,13538711,22307513856.264217
9530,Maharashtra,Nagpur,2022,4,82944788,116240666679.72601
9531,Maharashtra,Buldhana,2022,4,16400739,26195814509.12958
9532,Maharashtra,Nashik,2022,4,95624463,138499252102.65778
9533,Maharashtra,Akola,2022,4,10468300,15615681678.381273
9534,Maharashtra,Yavatmal,2022,4,12034565,18674258813.040672
9535,Maharashtra,Aurangabad,2022,4,67307091,90151467648.57759
9536,Maharashtra,Amravati,2022,4,21183979,33412668570.328377
9537,Maharashtra,Washim,2022,4,5525504,8785703923.956085
9538,Maharashtra,Sangli,2022,4,19941978,31162211677.017326
9539,Maharashtra,Gadchiroli,2022,4,3487868,6144813641.39834
9540,Maharashtra,Raigad,2022,4,32354836,40318975044.959946
9541,Maharashtra,Palghar,2022,4,24405823,31394133934.02125
9542,Maharashtra,Jalna,2022,4,12883252,20770728449.761806
9543,Maharashtra,Gondia,2022,4,4897879,8274042899.5504055
9544,Maharashtra,Ahmednagar,2022,4,50187075,84188481406.43468
9545,Maharashtra,Pune,2022,4,544687754,590334491443.0928
9546,Maharashtra,Beed,2022,4,17664451,32278259899.815784
9547,Maharashtra,Satara,2022,4,23125362,32215623082.643204
9548,Maharashtra,Jalgaon,2023,1,38623435,61341010913.0
9549,Maharashtra,Latur,2023,1,35158548,49084964636.0
9550,Maharashtra,Thane,2023,1,142097640,164652846524.0
9551,Maharashtra,Bhandara,2023,1,7547790,12694847227.0
9552,Maharashtra,Nandurbar,2023,1,8430736,14050704312.0
9553,Maharashtra,Chandrapur,2023,1,18577094,25598818006.0
9554,Maharashtra,Kolhapur,2023,1,34958486,47429221437.0
9555,Maharashtra,Solapur,2023,1,78530550,129110342469.0
9556,Maharashtra,Mumbai,2023,1,45774016,60530759966.0
9557,Maharashtra,Sindhudurg,2023,1,2710982,4162122806.0
9558,Maharashtra,Dhule,2023,1,18707553,29608854638.0
9559,Maharashtra,Wardha,2023,1,9686307,13865514215.0
9560,Maharashtra,Parbhani,2023,1,17271660,25877465140.0
9561,Maharashtra,Mumbai Suburban,2023,1,119452769,138677680552.0
9562,Maharashtra,Hingoli,2023,1,8685933,13136815207.0
9563,Maharashtra,Ratnagiri,2023,1,5377285,7625526219.0
9564,Maharashtra,Nanded,2023,1,35403216,56316419080.0
9565,Maharashtra,Osmanabad,2023,1,21559939,34320473293.0
9566,Maharashtra,Nagpur,2023,1,87172881,116369650409.0
9567,Maharashtra,Buldhana,2023,1,25016513,39188670455.0
9568,Maharashtra,Nashik,2023,1,119376880,167693934792.0
9569,Maharashtra,Akola,2023,1,15331681,22237521926.0
