,State,District,Year,Quartar,Trans_Count,Amount
9570,Maharashtra,Yavatmal,2023,1,18270826,27373429492.0
9571,Maharashtra,Aurangabad,2023,1,95131875,121063237188.0
9572,Maharashtra,Amravati,2023,1,28366757,42808116309.0
9573,Maharashtra,Washim,2023,1,9081915,13734807753.0
9574,Maharashtra,Sangli,2023,1,28688837,44817250461.0
9575,Maharashtra,Gadchiroli,2023,1,5702009,9728601846.0
9576,Maharashtra,Raigad,2023,1,50072751,58510274697.0
9577,Maharashtra,Palghar,2023,1,37732488,46209116176.0
9578,Maharashtra,Jalna,2023,1,21617002,33979501349.0
9579,Maharashtra,Gondia,2023,1,8055392,13740824732.0
9580,Maharashtra,Ahmednagar,2023,1,78198945,127588673135.0
9581,Maharashtra,Pune,2023,1,505841046,489824129517.0
9582,Maharashtra,Beed,2023,1,29176974,50233010150.0
9583,Maharashtra,Satara,2023,1,36879788,49100769032.0
9584,Maharashtra,Jalgaon,2023,2,43918929,69143178468.0
9585,Maharashtra,Latur,2023,2,39755669,56437687102.0
9586,Maharashtra,Thane,2023,2,155714593,178939371434.0
9587,Maharashtra,Bhandara,2023,2,8772364,14542894283.0
9588,Maharashtra,Nandurbar,2023,2,9729146,15801530018.0
9589,Maharashtra,Chandrapur,2023,2,21125219,28796861535.0
9590,Maharashtra,Kolhapur,2023,2,38284895,50983300644.0
9591,Maharashtra,Solapur,2023,2,88308858,140499967071.0
9592,Maharashtra,Mumbai,2023,2,50518947,64178064613.0
9593,Maharashtra,Sindhudurg,2023,2,3206946,4994087558.0
9594,Maharashtra,Dhule,2023,2,21311364,32657563897.0
9595,Maharashtra,Wardha,2023,2,11018651,15725149078.0
9596,Maharashtra,Parbhani,2023,2,20113729,29564795893.0
9597,Maharashtra,Mumbai Suburban,2023,2,130857450,148410175880.0
9598,Maharashtra,Hingoli,2023,2,10210748,15096901996.0
9599,Maharashtra,Ratnagiri,2023,2,6003448,8454328736.0
9600,Maharashtra,Nanded,2023,2,41039783,65861160572.0
9601,Maharashtra,Osmanabad,2023,2,24996830,38698944859.0
9602,Maharashtra,Nagpur,2023,2,97521493,129504759626.0
9603,Maharashtra,Buldhana,2023,2,29278971,45401769170.0
9604,Maharashtra,Nashik,2023,2,135966489,184867119659.0
9605,Maharashtra,Akola,2023,2,17501058,25163689217.0
9606,Maharashtra,Yavatmal,2023,2,21384758,31432158097.0
9607,Maharashtra,Aurangabad,2023,2,105820511,132952857337.0
9608,Maharashtra,Amravati,2023,2,32364745,47513217418.0
9609,Maharashtra,Washim,2023,2,10672777,15839093691.0
9610,Maharashtra,Sangli,2023,2,31753332,47671264598.0
9611,Maharashtra,Gadchiroli,2023,2,6511653,10972942391.0
9612,Maharashtra,Raigad,2023,2,55379671,63261035124.0
9613,Maharashtra,Palghar,2023,2,40593300,48523737919.0
9614,Maharashtra,Jalna,2023,2,25426010,39055254952.0
9615,Maharashtra,Gondia,2023,2,9289985,15203836441.0
9616,Maharashtra,Ahmednagar,2023,2,88553642,139707887255.0
9617,Maharashtra,Pune,2023,2,554427668,535801107518.0
9618,Maharashtra,Beed,2023,2,34709080,59796330775.0
9619,Maharashtra,Satara,2023,2,41675136,54550581643.0
9620,Maharashtra,Jalgaon,2023,3,48358266,70702094558.0
9621,Maharashtra,Latur,2023,3,44567363,56992689924.0
9622,Maharashtra,Thane,2023,3,170404523,188843145118.0
9623,Maharashtra,Bhandara,2023,3,9507268,14348573669.0
9624,Maharashtra,Nandurbar,2023,3,10930709,15681662881.0
9625,Maharashtra,Chandrapur,2023,3,23759793,29770727981.0
9626,Maharashtra,Kolhapur,2023,3,40915113,52781796413.0
9627,Maharashtra,Solapur,2023,3,98314808,147822590848.0
9628,Maharashtra,Mumbai,2023,3,56384940,66929058697.0
9629,Maharashtra,Sindhudurg,2023,3,2892061,4115833896.0
9630,Maharashtra,Dhule,2023,3,23380569,33869085263.0
9631,Maharashtra,Wardha,2023,3,12151834,15925275599.0
9632,Maharashtra,Parbhani,2023,3,22755644,30069003790.0
9633,Maharashtra,Mumbai Suburban,2023,3,144408431,156083806649.0
9634,Maharashtra,Hingoli,2023,3,11484068,15517454106.0
9635,Maharashtra,Ratnagiri,2023,3,5622567,7363013925.0
9636,Maharashtra,Nanded,2023,3,46088967,66389759382.0
9637,Maharashtra,Osmanabad,2023,3,27508444,38968719335.0
9638,Maharashtra,Nagpur,2023,3,109330463,135597965489.0
9639,Maharashtra,Buldhana,2023,3,32646975,45954816772.0
9640,Maharashtra,Nashik,2023,3,147156281,195436937930.0
9641,Maharashtra,Akola,2023,3,20181903,26504660325.0
9642,Maharashtra,Yavatmal,2023,3,24242272,32816183042.0
9643,Maharashtra,Aurangabad,2023,3,119425478,142507066152.0
9644,Maharashtra,Amravati,2023,3,35853205,49570681008.0
9645,Maharashtra,Washim,2023,3,11893946,16053693555.0
9646,Maharashtra,Sangli,2023,3,34485535,49083006957.0
9647,Maharashtra,Gadchiroli,2023,3,7347453,11526124099.0
9648,Maharashtra,Raigad,2023,3,59850699,66276827966.0
9649,Maharashtra,Palghar,2023,3,44864230,51221476224.0
9650,Maharashtra,Jalna,2023,3,28577430,40437582186.0
9651,Maharashtra,Gondia,2023,3,10129312,15600745253.0
9652,Maharashtra,Ahmednagar,2023,3,97743482,150892376443.0
9653,Maharashtra,Pune,2023,3,625390706,593994260196.0
9654,Maharashtra,Beed,2023,3,39245244,62312021984.0
9655,Maharashtra,Satara,2023,3,42878605,54211466626.0
9656,Maharashtra,Jalgaon,2023,4,56626744,83558825366.0
9657,Maharashtra,Latur,2023,4,51515559,67004660096.0
9658,Maharashtra,Thane,2023,4,192539402,209015388352.0
9659,Maharashtra,Bhandara,2023,4,10737914,16669952096.0
9660,Maharashtra,Nandurbar,2023,4,12540037,18026751711.0
9661,Maharashtra,Chandrapur,2023,4,27262447,34464247488.0
9662,Maharashtra,Kolhapur,2023,4,46837332,59433249423.0
9663,Maharashtra,Solapur,2023,4,113841137,169065426325.0
9664,Maharashtra,Mumbai,2023,4,64843921,77317355777.0
9665,Maharashtra,Sindhudurg,2023,4,3531265,4881507372.0
9666,Maharashtra,Dhule,2023,4,27088875,39264603039.0
9667,Maharashtra,Wardha,2023,4,13966269,18471518870.0
9668,Maharashtra,Parbhani,2023,4,26454533,35441901880.0
9669,Maharashtra,Mumbai Suburban,2023,4,161597277,173236147615.0
9670,Maharashtra,Hingoli,2023,4,13218678,18055009169.0
9671,Maharashtra,Ratnagiri,2023,4,6788049,8758336510.0
9672,Maharashtra,Nanded,2023,4,54251071,78641406813.0
9673,Maharashtra,Osmanabad,2023,4,32505156,46449268299.0
9674,Maharashtra,Nagpur,2023,4,121596100,153904001716.0
9675,Maharashtra,Buldhana,2023,4,37958556,53146748140.0
9676,Maharashtra,Nashik,2023,4,164191962,220053696049.0
9677,Maharashtra,Akola,2023,4,23704617,31627934548.0
9678,Maharashtra,Yavatmal,2023,4,27896072,37429093121.0
9679,Maharashtra,Aurangabad,2023,4,134713801,160937462757.0
9680,Maharashtra,Amravati,2023,4,41791258,60301878042.0
9681,Maharashtra,Washim,2023,4,13823235,18775640420.0
9682,Maharashtra,Sangli,2023,4,39227064,54938828801.0
9683,Maharashtra,Gadchiroli,2023,4,8362085,12766221031.0
9684,Maharashtra,Raigad,2023,4,68647056,73428232667.0
9685,Maharashtra,Palghar,2023,4,52378331,58510579807.0
9686,Maharashtra,Jalna,2023,4,32077537,45184767337.0
9687,Maharashtra,Gondia,2023,4,11428528,17521020253.0
9688,Maharashtra,Ahmednagar,2023,4,111100461,170720443844.0
9689,Maharashtra,Pune,2023,4,673819127,639679187750.0
9690,Maharashtra,Beed,2023,4,42799858,68635770832.0
9691,Maharashtra,Satara,2023,4,50501411,62697871642.0
9692,Manipur,Kangpokpi,2018,1,4187,12129421.383849183
9693,Manipur,Noney,2018,1,646,747261.2810295916
9694,Manipur,Imphal East,2018,1,21960,26028937.81002756
9695,Manipur,Thoubal,2018,1,8288,8366772.887529282
9696,Manipur,Kakching,2018,1,1622,1924584.2384454876
9697,Manipur,Jiribam,2018,1,1305,3564799.4519929583
9698,Manipur,Ukhrul,2018,1,1399,1647288.6651835062
9699,Manipur,Tamenglong,2018,1,1007,1709209.2458958817
9700,Manipur,Kamjong,2018,1,329,236107.7403536682
9701,Manipur,Chandel,2018,1,880,1376995.1405003848
9702,Manipur,Bishnupur,2018,1,7005,11341627.667845085
9703,Manipur,Senapati,2018,1,613,577840.1682329748
9704,Manipur,Pherzawl,2018,1,2,778.0896294258192
9705,Manipur,Churachandpur,2018,1,4081,11708258.721273843
9706,Manipur,Tengnoupal,2018,1,882,660028.7721459618
9707,Manipur,Imphal West,2018,1,29863,46026262.666274294
9708,Manipur,Kangpokpi,2018,2,6741,20315625.91653779
9709,Manipur,Noney,2018,2,1051,2486030.8565162863
9710,Manipur,Imphal East,2018,2,42065,54561898.7454827
9711,Manipur,Thoubal,2018,2,20689,17968719.216563758
9712,Manipur,Kakching,2018,2,3879,6411513.656549769
9713,Manipur,Jiribam,2018,2,2710,6467614.407545684
9714,Manipur,Ukhrul,2018,2,2800,6394470.819340965
9715,Manipur,Tamenglong,2018,2,1714,4747280.086110413
9716,Manipur,Kamjong,2018,2,340,446574.11265748634
9717,Manipur,Chandel,2018,2,1619,3525831.9511511945
9718,Manipur,Bishnupur,2018,2,11338,19352100.53894212
9719,Manipur,Senapati,2018,2,970,2034357.3575923673
9720,Manipur,Pherzawl,2018,2,11,1036.3525697348664
9721,Manipur,Churachandpur,2018,2,7110,18055703.27078783
9722,Manipur,Tengnoupal,2018,2,2080,6077962.2428630125
9723,Manipur,Imphal West,2018,2,46604,84363001.78828333
9724,Manipur,Kangpokpi,2018,3,9151,27937402.09243063
9725,Manipur,Noney,2018,3,1636,3959453.6371438224
9726,Manipur,Imphal East,2018,3,60511,89605715.78431109
9727,Manipur,Thoubal,2018,3,19399,34092748.23724542
9728,Manipur,Kakching,2018,3,4590,9968419.417644013
9729,Manipur,Jiribam,2018,3,3959,6601625.253335206
9730,Manipur,Ukhrul,2018,3,3600,9802720.723219434
9731,Manipur,Tamenglong,2018,3,2829,6192820.941522401
9732,Manipur,Kamjong,2018,3,349,673262.7657017015
9733,Manipur,Chandel,2018,3,2591,5588239.711362864
9734,Manipur,Bishnupur,2018,3,13649,24368236.711014666
9735,Manipur,Senapati,2018,3,1416,2555370.7700600782
9736,Manipur,Pherzawl,2018,3,48,97583.08278583639
9737,Manipur,Churachandpur,2018,3,8671,27468832.413289707
9738,Manipur,Tengnoupal,2018,3,3282,13385091.180977922
9739,Manipur,Imphal West,2018,3,53577,121033722.07207742
9740,Manipur,Kangpokpi,2018,4,13325,42081524.606101125
9741,Manipur,Noney,2018,4,2598,7315230.191123211
9742,Manipur,Imphal East,2018,4,54610,129176222.41262636
9743,Manipur,Thoubal,2018,4,24817,52899731.29086943
9744,Manipur,Kakching,2018,4,6508,13429124.004544508
9745,Manipur,Jiribam,2018,4,5444,13414981.155959103
9746,Manipur,Ukhrul,2018,4,4538,15201316.568829268
9747,Manipur,Tamenglong,2018,4,4866,13057576.00717781
9748,Manipur,Kamjong,2018,4,845,2822478.1128238714
9749,Manipur,Chandel,2018,4,4425,13092276.488481913
9750,Manipur,Bishnupur,2018,4,19048,37263259.12396772
9751,Manipur,Senapati,2018,4,2902,7569372.186811532
9752,Manipur,Pherzawl,2018,4,112,103445.61904358957
9753,Manipur,Churachandpur,2018,4,14801,54503246.75234864
9754,Manipur,Tengnoupal,2018,4,5426,22155446.62844094
9755,Manipur,Imphal West,2018,4,71845,181598328.15686062
9756,Manipur,Kangpokpi,2019,1,15937,42225052.52830845
9757,Manipur,Noney,2019,1,3526,7995454.9708068315
9758,Manipur,Imphal East,2019,1,65076,147611078.93080652
9759,Manipur,Thoubal,2019,1,24257,47210976.00123881
9760,Manipur,Kakching,2019,1,6683,13774811.29579331
9761,Manipur,Jiribam,2019,1,5957,16988787.69086654
9762,Manipur,Ukhrul,2019,1,6222,16838560.88842248
9763,Manipur,Tamenglong,2019,1,6373,13975000.543136504
9764,Manipur,Kamjong,2019,1,994,2575925.7869967697
9765,Manipur,Chandel,2019,1,4711,14267105.401719613
9766,Manipur,Bishnupur,2019,1,19486,48193281.39036342
9767,Manipur,Senapati,2019,1,3382,7787710.744660139
9768,Manipur,Pherzawl,2019,1,189,363380.8157813267
9769,Manipur,Churachandpur,2019,1,16940,53360483.20022403
9770,Manipur,Tengnoupal,2019,1,6064,21054191.304917272
9771,Manipur,Imphal West,2019,1,79612,205676258.93003774
9772,Manipur,Kangpokpi,2019,2,16230,47129360.10420917
9773,Manipur,Noney,2019,2,3382,10075253.477492668
9774,Manipur,Imphal East,2019,2,60830,163251483.39407197
9775,Manipur,Thoubal,2019,2,20528,50609235.60475471
9776,Manipur,Kakching,2019,2,6912,16106582.072259707
9777,Manipur,Jiribam,2019,2,6285,17270321.134957515
9778,Manipur,Ukhrul,2019,2,7984,21521804.282437492
9779,Manipur,Tamenglong,2019,2,5763,15814788.021049991
9780,Manipur,Kamjong,2019,2,974,3032919.691310563
9781,Manipur,Chandel,2019,2,5816,18618364.598585922
9782,Manipur,Bishnupur,2019,2,17577,41645991.98921693
9783,Manipur,Senapati,2019,2,4057,9803824.584911618
9784,Manipur,Pherzawl,2019,2,226,354755.2995869209
9785,Manipur,Churachandpur,2019,2,15958,52974898.07418257
9786,Manipur,Tengnoupal,2019,2,6226,22523708.105631053
9787,Manipur,Imphal West,2019,2,78677,232056651.71484104
9788,Manipur,Kangpokpi,2019,3,23953,61269618.190953486
9789,Manipur,Noney,2019,3,4592,10163311.001115777
9790,Manipur,Imphal East,2019,3,79728,206224069.84990168
9791,Manipur,Thoubal,2019,3,25149,56874722.875841096
9792,Manipur,Kakching,2019,3,10786,21658629.891090117
9793,Manipur,Jiribam,2019,3,6684,15754766.096758239
9794,Manipur,Ukhrul,2019,3,11017,25516446.138604183
9795,Manipur,Tamenglong,2019,3,9939,22282886.130792048
9796,Manipur,Kamjong,2019,3,1537,3909906.0631627766
9797,Manipur,Chandel,2019,3,9230,20201420.061846673
9798,Manipur,Bishnupur,2019,3,23755,49667965.86779255
9799,Manipur,Senapati,2019,3,5730,12992196.559651546
9800,Manipur,Pherzawl,2019,3,370,763600.6287200841
9801,Manipur,Churachandpur,2019,3,23946,67550608.43753463
9802,Manipur,Tengnoupal,2019,3,7570,21841055.2655591
9803,Manipur,Imphal West,2019,3,101022,266880799.50360966
9804,Manipur,Kangpokpi,2019,4,28686,74931231.19366804
9805,Manipur,Noney,2019,4,6326,14165358.767545234
9806,Manipur,Imphal East,2019,4,96589,249197379.8585516
9807,Manipur,Thoubal,2019,4,32971,73727196.96627039
9808,Manipur,Kakching,2019,4,12984,31541265.82204684
9809,Manipur,Jiribam,2019,4,7943,19814795.854595695
9810,Manipur,Ukhrul,2019,4,12148,33065935.196690496
9811,Manipur,Tamenglong,2019,4,11954,27326669.899029642
9812,Manipur,Kamjong,2019,4,1618,5668618.53808438
9813,Manipur,Chandel,2019,4,11650,30393939.871451408
9814,Manipur,Bishnupur,2019,4,31835,72704593.78015086
9815,Manipur,Senapati,2019,4,7994,15860386.82079871
9816,Manipur,Pherzawl,2019,4,537,1737007.4828713536
9817,Manipur,Churachandpur,2019,4,26420,76031748.45585427
9818,Manipur,Tengnoupal,2019,4,9616,28805257.528178874
9819,Manipur,Imphal West,2019,4,150073,445926296.0528502
9820,Manipur,Kangpokpi,2020,1,33643,81400323.90620552
9821,Manipur,Noney,2020,1,8941,23331883.38449249
9822,Manipur,Imphal East,2020,1,97573,222479758.42504126
9823,Manipur,Thoubal,2020,1,40558,92413414.3395817
9824,Manipur,Kakching,2020,1,16690,37525920.22436564
9825,Manipur,Jiribam,2020,1,8704,20332072.3920429
9826,Manipur,Ukhrul,2020,1,13355,30659040.231015503
9827,Manipur,Tamenglong,2020,1,14451,31491246.17045552
9828,Manipur,Kamjong,2020,1,2768,6910208.366847619
9829,Manipur,Chandel,2020,1,13716,31278977.085135248
9830,Manipur,Bishnupur,2020,1,40172,83818557.86725357
9831,Manipur,Senapati,2020,1,9922,18344875.736180037
9832,Manipur,Pherzawl,2020,1,982,1624394.409407775
9833,Manipur,Churachandpur,2020,1,33637,84566221.4462608
9834,Manipur,Tengnoupal,2020,1,12297,33219739.526860353
9835,Manipur,Imphal West,2020,1,471392,1799193747.3658047
9836,Manipur,Kangpokpi,2020,2,48617,105034881.03695941
9837,Manipur,Noney,2020,2,14604,44082720.741025195
9838,Manipur,Imphal East,2020,2,127255,269647863.43556607
9839,Manipur,Thoubal,2020,2,66183,158615301.51328385
9840,Manipur,Kakching,2020,2,30404,53791181.45126964
9841,Manipur,Jiribam,2020,2,13861,28862256.51424871
9842,Manipur,Ukhrul,2020,2,24243,43560417.96634197
9843,Manipur,Tamenglong,2020,2,21294,47020896.803083815
9844,Manipur,Kamjong,2020,2,4430,11168145.844261197
9845,Manipur,Chandel,2020,2,21517,49008541.100852005
9846,Manipur,Bishnupur,2020,2,70841,142299534.95281482
9847,Manipur,Senapati,2020,2,17187,27792929.58458709
9848,Manipur,Pherzawl,2020,2,1363,4220742.5953207435
9849,Manipur,Churachandpur,2020,2,50818,128936170.25492851
9850,Manipur,Tengnoupal,2020,2,18676,50033115.318425305
9851,Manipur,Imphal West,2020,2,551775,2034861513.6925411
9852,Manipur,Kangpokpi,2020,3,56646,141494952.88474357
9853,Manipur,Noney,2020,3,12955,42576247.00801732
9854,Manipur,Imphal East,2020,3,148992,357420385.46601486
9855,Manipur,Thoubal,2020,3,75667,178314817.40950677
9856,Manipur,Kakching,2020,3,33268,72744605.62932977
9857,Manipur,Jiribam,2020,3,17173,44785891.80461171
9858,Manipur,Ukhrul,2020,3,27857,63120519.96337035
9859,Manipur,Tamenglong,2020,3,24595,57102594.74572652
9860,Manipur,Kamjong,2020,3,5040,16944663.485157657
9861,Manipur,Chandel,2020,3,25158,63504521.07112962
9862,Manipur,Bishnupur,2020,3,82097,178752852.0332132
9863,Manipur,Senapati,2020,3,22336,47618195.960208856
9864,Manipur,Pherzawl,2020,3,2016,4920973.997680077
9865,Manipur,Churachandpur,2020,3,61160,179008408.76793516
9866,Manipur,Tengnoupal,2020,3,19244,50761115.422037035
9867,Manipur,Imphal West,2020,3,805964,3116905375.2218285
9868,Manipur,Kangpokpi,2020,4,74472,216458503.28856832
9869,Manipur,Noney,2020,4,14618,52819316.83640482
9870,Manipur,Imphal East,2020,4,179438,524041651.00012255
9871,Manipur,Thoubal,2020,4,87208,249311101.38298762
9872,Manipur,Kakching,2020,4,37180,96767393.90324815
9873,Manipur,Jiribam,2020,4,19898,56276520.99872882
9874,Manipur,Ukhrul,2020,4,32947,91688189.17603046
9875,Manipur,Tamenglong,2020,4,27674,77956516.78360562
9876,Manipur,Kamjong,2020,4,6676,21815826.79135724
9877,Manipur,Chandel,2020,4,31540,90473275.49273106
9878,Manipur,Bishnupur,2020,4,95869,267444206.38869548
9879,Manipur,Senapati,2020,4,27636,79537295.38666978
9880,Manipur,Pherzawl,2020,4,2329,4810299.528864712
9881,Manipur,Churachandpur,2020,4,71693,243354880.54309082
9882,Manipur,Tengnoupal,2020,4,23797,81989716.00595729
9883,Manipur,Imphal West,2020,4,894877,3447479864.9516916
9884,Manipur,Kangpokpi,2021,1,63234,205050443.8236801
9885,Manipur,Noney,2021,1,12635,47249169.68840321
9886,Manipur,Imphal East,2021,1,161841,530028907.0928848
9887,Manipur,Thoubal,2021,1,72593,240713473.6681419
9888,Manipur,Kakching,2021,1,29803,92307870.36114596
9889,Manipur,Jiribam,2021,1,16697,58448279.737162024
9890,Manipur,Ukhrul,2021,1,22415,68745913.46443734
9891,Manipur,Tamenglong,2021,1,20962,72960342.05136192
9892,Manipur,Kamjong,2021,1,6312,24926447.76105148
9893,Manipur,Chandel,2021,1,23884,80445733.20656839
9894,Manipur,Bishnupur,2021,1,73777,255486792.7272072
9895,Manipur,Senapati,2021,1,22025,73777202.5143657
9896,Manipur,Pherzawl,2021,1,1714,4788028.467703758
9897,Manipur,Churachandpur,2021,1,62755,250250943.40948159
9898,Manipur,Tengnoupal,2021,1,19430,102554591.19717449
9899,Manipur,Imphal West,2021,1,1693458,4962553375.308464
9900,Manipur,Kangpokpi,2021,2,78765,236369410.09906262
9901,Manipur,Noney,2021,2,13296,49460189.27496501
9902,Manipur,Imphal East,2021,2,179337,491977805.9791717
9903,Manipur,Thoubal,2021,2,91264,268514237.48815316
9904,Manipur,Kakching,2021,2,37444,92311646.34027098
9905,Manipur,Jiribam,2021,2,21823,67560643.64335921
9906,Manipur,Ukhrul,2021,2,28524,81225585.7217874
9907,Manipur,Tamenglong,2021,2,24852,77929754.45097202
9908,Manipur,Kamjong,2021,2,6983,31394830.195748344
9909,Manipur,Chandel,2021,2,29178,90054101.93360364
9910,Manipur,Bishnupur,2021,2,89095,260900495.16290623
9911,Manipur,Senapati,2021,2,25681,70219657.8819672
9912,Manipur,Pherzawl,2021,2,1842,5443830.799674254
9913,Manipur,Churachandpur,2021,2,80524,273962339.3949944
9914,Manipur,Tengnoupal,2021,2,23771,94806974.44450317
9915,Manipur,Imphal West,2021,2,2353896,5697696459.585503
9916,Manipur,Kangpokpi,2021,3,94883,299760833.40438926
9917,Manipur,Noney,2021,3,16371,63161488.24690456
9918,Manipur,Imphal East,2021,3,226128,705081475.2381085
9919,Manipur,Thoubal,2021,3,113257,363547884.1177802
9920,Manipur,Kakching,2021,3,44277,128692670.00805303
9921,Manipur,Jiribam,2021,3,26615,80773937.39020777
9922,Manipur,Ukhrul,2021,3,35250,118509943.90387845
9923,Manipur,Tamenglong,2021,3,33266,108769884.20480461
9924,Manipur,Kamjong,2021,3,7567,32384455.496498216
9925,Manipur,Chandel,2021,3,36126,116052040.78947881
